Repository,Visibility,BranchCount,DefaultBranch,PrimaryLanguage,SizeKB,Created,LastUpdated,Description,HTTPS_URL,SSH_URL,TeamAccess
"onlinesales-ai/jobWrapper","private","1","release","Python","46","2025-10-14T06:17:35Z","2026-01-22T04:49:06Z","Python job wrapper for OnlineSales GKE scheduling system","https://github.com/onlinesales-ai/jobWrapper","git@github.com:onlinesales-ai/jobWrapper.git","dev(write); frigga-cloud(write)"
"onlinesales-ai/localium-plg","private","1","main","N/A","0","2025-10-14T17:37:02Z","2025-10-14T17:45:23Z","This repo consist of all the apps built for localium PLG. This will be used for MVP; demo and hopefully for production","https://github.com/onlinesales-ai/localium-plg","git@github.com:onlinesales-ai/localium-plg.git","No team assigned"
"onlinesales-ai/instoreCampaignBookingProcessor","private","1","release","Python","334","2025-10-15T09:10:17Z","2026-02-13T14:10:15Z","A Python-based offline processor application for downloading and processing digital campaign booking data from Google Cloud Storage (GCS). This application processes campaign data files in TSV format and creates structured DataFrames for further analysis.","https://github.com/onlinesales-ai/instoreCampaignBookingProcessor","git@github.com:onlinesales-ai/instoreCampaignBookingProcessor.git","instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/instoreCMSSync","private","1","main","Python","610","2025-10-16T03:34:17Z","2026-01-09T13:31:57Z","","https://github.com/onlinesales-ai/instoreCMSSync","git@github.com:onlinesales-ai/instoreCMSSync.git","frigga-cloud(write); instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/temporalWorkflowTriggerConsumer","private","1","release","Python","213","2025-10-21T05:14:29Z","2025-11-28T12:25:40Z","A Python-based Kafka consumer service that processes MARKETING_CAMPAIGN_BUDGET_UPDATE events for vendor budget management. The service specifically handles budget updates for supported advertising vendors (Google; Facebook; TikTok).","https://github.com/onlinesales-ai/temporalWorkflowTriggerConsumer","git@github.com:onlinesales-ai/temporalWorkflowTriggerConsumer.git","frigga-cloud(write); osmos-offsite-admin(admin); osmos-offsite-write(write)"
"onlinesales-ai/osmos-keyword-curator-app","private","1","release","Python","116","2025-10-27T06:18:38Z","2026-02-20T09:32:49Z","","https://github.com/onlinesales-ai/osmos-keyword-curator-app","git@github.com:onlinesales-ai/osmos-keyword-curator-app.git","frigga-cloud(write); infra(admin); infra-admin(admin); infra-write(admin); osmos-performance(write); osmos-performance-admin(write); osmos-performance-write(write)"
"onlinesales-ai/budgetEngine","private","1","main","N/A","373","2025-10-28T04:57:14Z","2025-11-04T14:17:43Z","","https://github.com/onlinesales-ai/budgetEngine","git@github.com:onlinesales-ai/budgetEngine.git","frigga-cloud(write); osmos-offsite-admin(admin)"
"onlinesales-ai/domain-config-updator","private","1","main","TypeScript","56","2025-10-28T13:22:24Z","2025-10-28T13:22:36Z","","https://github.com/onlinesales-ai/domain-config-updator","git@github.com:onlinesales-ai/domain-config-updator.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/osBudgetEngine","private","1","main","N/A","98","2025-10-30T11:39:24Z","2025-10-30T11:39:28Z","","https://github.com/onlinesales-ai/osBudgetEngine","git@github.com:onlinesales-ai/osBudgetEngine.git","No team assigned"
"onlinesales-ai/publisher-svc","private","1","release","JavaScript","696","2025-11-03T05:43:25Z","2026-01-13T09:37:33Z","Publisher spec","https://github.com/onlinesales-ai/publisher-svc","git@github.com:onlinesales-ai/publisher-svc.git","dev-external-contractors(write); frigga-cloud(write); infra-admin(admin); infra-write(write); osmos-client-delight-write(write)"
"onlinesales-ai/marketplaceBillingService","private","1","release","JavaScript","269","2025-11-03T08:57:31Z","2025-12-11T11:05:40Z","marketplaceBillingService - A nodeJS Service over the marketplaceBilling Database.","https://github.com/onlinesales-ai/marketplaceBillingService","git@github.com:onlinesales-ai/marketplaceBillingService.git","dev(read)"
"onlinesales-ai/marketplaceBillingApplication","private","1","main","Python","356","2025-11-07T08:39:56Z","2026-02-19T04:25:41Z","marketplaceBillingApplication Github Repo","https://github.com/onlinesales-ai/marketplaceBillingApplication","git@github.com:onlinesales-ai/marketplaceBillingApplication.git","osmos-media(read); osmos-media-admin(admin); osmos-media-write(write)"
"onlinesales-ai/dataflow-frigga","private","1","main","Python","49","2025-11-07T11:06:34Z","2025-11-27T16:40:55Z","","https://github.com/onlinesales-ai/dataflow-frigga","git@github.com:onlinesales-ai/dataflow-frigga.git","frigga-cloud(admin)"
"onlinesales-ai/product-lense","private","1","main","N/A","1","2025-11-10T08:20:08Z","2025-11-10T08:20:13Z","Visibility into product catalog","https://github.com/onlinesales-ai/product-lense","git@github.com:onlinesales-ai/product-lense.git","No team assigned"
"onlinesales-ai/flutter-ecommerce-demo-app","private","1","main","N/A","905","2025-11-12T04:43:02Z","2025-11-13T05:55:10Z","","https://github.com/onlinesales-ai/flutter-ecommerce-demo-app","git@github.com:onlinesales-ai/flutter-ecommerce-demo-app.git","osmos-client-delight-admin(admin)"
"onlinesales-ai/localium-catalog-svc","private","1","release","JavaScript","570","2025-11-12T05:45:50Z","2025-12-10T15:35:04Z","","https://github.com/onlinesales-ai/localium-catalog-svc","git@github.com:onlinesales-ai/localium-catalog-svc.git","dev-external-contractors(write); frigga-cloud(write); hyperlocal-admin(admin); hyperlocal-write(write); osmos-client-delight-write(write)"
"onlinesales-ai/plaAdServer","private","1","release","JavaScript","27377","2025-11-12T06:20:50Z","2026-02-23T11:41:21Z","","https://github.com/onlinesales-ai/plaAdServer","git@github.com:onlinesales-ai/plaAdServer.git","dev(read); frigga-cloud(write); infra-admin(admin); osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(write); osmos-performance(read); osmos-performance-admin(admin); osmos-performance-write(write)"
"onlinesales-ai/brandAdServerV2","private","1","release","JavaScript","2011","2025-11-12T06:26:17Z","2026-02-20T12:44:53Z","","https://github.com/onlinesales-ai/brandAdServerV2","git@github.com:onlinesales-ai/brandAdServerV2.git","dev(read); dev-external-contractors(write); frigga-cloud(write); infra-admin(admin); osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(write); osmos-performance(read); osmos-performance-admin(admin); osmos-performance-write(write)"
"onlinesales-ai/revXAdServerNodeV2","private","1","release","JavaScript","569","2025-11-12T06:26:45Z","2026-02-20T11:27:40Z","","https://github.com/onlinesales-ai/revXAdServerNodeV2","git@github.com:onlinesales-ai/revXAdServerNodeV2.git","dev(read); dev-external-contractors(write); frigga-cloud(write); infra-admin(admin); osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(write); osmos-performance(read); osmos-performance-admin(admin); osmos-performance-write(write)"
"onlinesales-ai/craftService","private","1","release","JavaScript","231","2025-11-12T08:24:13Z","2026-02-24T05:41:24Z","CraftService - A Node.js microservice for ad creative management and preview generation with Kubernetes deployment configuration. Handles ad creative operations; placeholders; and integrates with   multiple backend services including Redis caching; audit services; and marketing campaign utilities.","https://github.com/onlinesales-ai/craftService","git@github.com:onlinesales-ai/craftService.git","frigga-cloud(write); hyperlocal(read); hyperlocal-admin(read); hyperlocal-write(read); infra-admin(admin); osmos-offsite-write(write)"
"onlinesales-ai/osmos-workflows","private","1","main","N/A","8","2025-11-12T08:56:28Z","2025-11-12T10:37:59Z","","https://github.com/onlinesales-ai/osmos-workflows","git@github.com:onlinesales-ai/osmos-workflows.git","dev(read)"
"onlinesales-ai/instoreAlerting","private","1","main","Python","65","2025-11-16T16:53:53Z","2026-02-02T14:24:54Z","","https://github.com/onlinesales-ai/instoreAlerting","git@github.com:onlinesales-ai/instoreAlerting.git","instore-admin(admin); instore-write(write)"
"onlinesales-ai/kamService","private","1","release","JavaScript","1277","2025-11-18T07:38:08Z","2026-02-23T14:21:30Z","","https://github.com/onlinesales-ai/kamService","git@github.com:onlinesales-ai/kamService.git","frigga-cloud(write); hyperlocal-write(write); instore-write(write); osmos-client-delight(read); osmos-client-delight-admin(read); osmos-client-delight-write(write); osmos-data-write(write); osmos-performance(read); osmos-performance-admin(admin); osmos-performance-write(write); osmos-rms(read); osmos-rms-admin(admin); osmos-rms-interns(write); osmos-rms-ui-write(read); osmos-rms-write(write)"
"onlinesales-ai/paypal-web-internal-sdk","private","1","main","HTML","65","2025-11-18T09:20:13Z","2025-11-19T10:58:16Z","","https://github.com/onlinesales-ai/paypal-web-internal-sdk","git@github.com:onlinesales-ai/paypal-web-internal-sdk.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/aresJobGen","private","1","release","Python","16562","2025-11-18T09:45:06Z","2026-02-23T14:36:46Z","","https://github.com/onlinesales-ai/aresJobGen","git@github.com:onlinesales-ai/aresJobGen.git","hyperlocal(read); hyperlocal-admin(admin); hyperlocal-performance(read); hyperlocal-performance-da(read); hyperlocal-write(write); osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-data(read); osmos-data-admin(admin); osmos-data-contractual(write); osmos-data-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(write); osmos-offsite-admin(admin); osmos-offsite-write(write); osmos-performance(read); osmos-performance-admin(admin); osmos-performance-write(write); osmos-rms(write); osmos-rms-admin(admin); osmos-rms-interns(write); osmos-rms-ui-write(write); osmos-rms-write(write)"
"onlinesales-ai/dataValidationExecutorV2","private","1","release","Python","179","2025-11-19T06:27:44Z","2025-12-29T06:53:01Z","dataValidationFramework for Monitoring Data Pipeline","https://github.com/onlinesales-ai/dataValidationExecutorV2","git@github.com:onlinesales-ai/dataValidationExecutorV2.git","osmos-data(read); osmos-data-admin(admin); osmos-data-contractual(write); osmos-data-write(write)"
"onlinesales-ai/argocd-terraform","private","1","main","HCL","68","2025-11-20T09:03:18Z","2026-01-23T20:20:31Z","","https://github.com/onlinesales-ai/argocd-terraform","git@github.com:onlinesales-ai/argocd-terraform.git","frigga-cloud(admin)"
"onlinesales-ai/pubsub-data-connector","private","1","main","N/A","448","2025-11-21T05:39:46Z","2025-11-21T05:43:03Z","Pubsub Data Connectors:  Spec Link: https://www.notion.so/onlinesales-ai/TechSpec-PubSub-Data-Connectors-Realtime-28c23a12e71580468526f9fbd3febee7?showMoveTo=true","https://github.com/onlinesales-ai/pubsub-data-connector","git@github.com:onlinesales-ai/pubsub-data-connector.git","dev(read)"
"onlinesales-ai/paypalAudienceProcessor","private","1","release_1.0","Python","249","2025-11-21T07:01:28Z","2025-12-26T13:23:50Z","PayPal audience data processor that downloads encrypted AVRO files; extracts distinct values for API posting; and generates compressed Parquet files for analytics.","https://github.com/onlinesales-ai/paypalAudienceProcessor","git@github.com:onlinesales-ai/paypalAudienceProcessor.git","No team assigned"
"onlinesales-ai/paypalParquetProcess","private","1","main","Python","16","2025-11-21T08:40:12Z","2025-11-21T08:41:56Z","A Dockerized Python ETL pipeline that processes encrypted Avro files from Google Cloud Storage; transforms them to Parquet format; and posts distinct values to an API. ","https://github.com/onlinesales-ai/paypalParquetProcess","git@github.com:onlinesales-ai/paypalParquetProcess.git","No team assigned"
"onlinesales-ai/osSchedulesArgoSyncer","private","1","release","Python","945","2025-11-25T06:23:05Z","2026-02-23T11:48:40Z","Argo Workflows syncer for OnlineSales GKE Scheduler - syncs schedules from os_scheduling_db to Argo CronWorkflows","https://github.com/onlinesales-ai/osSchedulesArgoSyncer","git@github.com:onlinesales-ai/osSchedulesArgoSyncer.git","frigga-cloud(write)"
"onlinesales-ai/revxScripts","private","1","release","Python","5216","2025-11-25T09:19:14Z","2026-02-13T13:41:27Z","","https://github.com/onlinesales-ai/revxScripts","git@github.com:onlinesales-ai/revxScripts.git","cw-python(write); frigga-cloud(write); osmos-data(read); osmos-data-admin(admin); osmos-data-write(write); osmos-rms(read); osmos-rms-admin(read); osmos-rms-ui-write(read); osmos-rms-write(read)"
"onlinesales-ai/osTemporalClient","private","1","release","Python","49","2025-11-25T11:59:18Z","2026-01-21T16:44:04Z","OS Temporal Client - Standalone Temporal workflow management python client. Provides Temporal client connections; worker management; and workflow monitoring for OnlineSales services.","https://github.com/onlinesales-ai/osTemporalClient","git@github.com:onlinesales-ai/osTemporalClient.git","osmos-offsite-write(write)"
"onlinesales-ai/ui-localium-domain-configs","private","1","main","N/A","28","2025-11-26T06:32:19Z","2026-01-23T06:40:09Z","","https://github.com/onlinesales-ai/ui-localium-domain-configs","git@github.com:onlinesales-ai/ui-localium-domain-configs.git","ui(read); ui-admin(admin); ui-write(read)"
"onlinesales-ai/creativeUploadService","private","1","main","JavaScript","138","2025-11-27T04:50:34Z","2025-11-27T04:53:08Z","","https://github.com/onlinesales-ai/creativeUploadService","git@github.com:onlinesales-ai/creativeUploadService.git","dev-external-contractors(write); osmos-client-delight-write(write)"
"onlinesales-ai/SecurityandComplianceScripts","private","1","master","PowerShell","120","2025-11-27T09:42:45Z","2026-02-24T05:01:29Z","","https://github.com/onlinesales-ai/SecurityandComplianceScripts","git@github.com:onlinesales-ai/SecurityandComplianceScripts.git","No team assigned"
"onlinesales-ai/scripts","private","1","main","Python","106","2025-11-28T06:33:04Z","2025-12-10T10:57:39Z","Contain all Scripts that run independently","https://github.com/onlinesales-ai/scripts","git@github.com:onlinesales-ai/scripts.git","No team assigned"
"onlinesales-ai/instoreSchedulingConsumer","private","1","main","Python","144","2025-11-28T08:41:48Z","2025-11-28T09:25:51Z","Consumer For instore screen shot scheduling","https://github.com/onlinesales-ai/instoreSchedulingConsumer","git@github.com:onlinesales-ai/instoreSchedulingConsumer.git","frigga-cloud(write); infra-admin(admin); instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/propertySettingsSvcV2_frigga","private","1","main","Java","132992","2025-12-01T07:11:01Z","2025-12-01T07:16:04Z","","https://github.com/onlinesales-ai/propertySettingsSvcV2_frigga","git@github.com:onlinesales-ai/propertySettingsSvcV2_frigga.git","frigga-cloud(admin); infra-admin(admin)"
"onlinesales-ai/asyncJobsService","private","1","release","JavaScript","175","2025-12-01T07:13:20Z","2026-02-04T05:26:23Z","asyncJobService","https://github.com/onlinesales-ai/asyncJobsService","git@github.com:onlinesales-ai/asyncJobsService.git","dev(read); frigga-cloud(write); infra-admin(admin); osmos-performance-write(maintain); osmos-rms-interns(write); osmos-rms-write(write)"
"onlinesales-ai/osmos-data-analysis-agent","private","1","main","Python","123","2025-12-02T06:24:14Z","2025-12-02T09:13:32Z","","https://github.com/onlinesales-ai/osmos-data-analysis-agent","git@github.com:onlinesales-ai/osmos-data-analysis-agent.git","osmos-performance-write(write)"
"onlinesales-ai/authentication4node","private","1","main","JavaScript","10","2025-12-03T08:47:20Z","2025-12-03T09:18:33Z","authentication4node Github Repo","https://github.com/onlinesales-ai/authentication4node","git@github.com:onlinesales-ai/authentication4node.git","frigga-cloud(write)"
"onlinesales-ai/brandAdsUIService","private","1","stage","JavaScript","227","2025-12-04T05:06:21Z","2026-02-16T09:13:23Z","brandAdsUIService ArgoCD Staging Repo","https://github.com/onlinesales-ai/brandAdsUIService","git@github.com:onlinesales-ai/brandAdsUIService.git","dev-external-contractors(write); frigga-cloud(write); infra-admin(admin); osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write)"
"onlinesales-ai/logger_frigga","private","1","main","Java","126","2025-12-08T06:05:24Z","2025-12-19T04:59:35Z","","https://github.com/onlinesales-ai/logger_frigga","git@github.com:onlinesales-ai/logger_frigga.git","frigga-cloud(admin); infra-admin(admin)"
"onlinesales-ai/gradle-wrapper","private","1","main","N/A","53","2025-12-09T07:21:58Z","2025-12-19T09:11:44Z","","https://github.com/onlinesales-ai/gradle-wrapper","git@github.com:onlinesales-ai/gradle-wrapper.git","frigga-cloud(admin)"
"onlinesales-ai/cacheLib_frigga","private","1","main","Java","19","2025-12-11T10:08:19Z","2025-12-12T06:25:27Z","","https://github.com/onlinesales-ai/cacheLib_frigga","git@github.com:onlinesales-ai/cacheLib_frigga.git","frigga-cloud(admin)"
"onlinesales-ai/hackathon-media-planner","private","1","main","Python","5960","2025-12-12T05:01:11Z","2025-12-14T17:16:33Z","","https://github.com/onlinesales-ai/hackathon-media-planner","git@github.com:onlinesales-ai/hackathon-media-planner.git","No team assigned"
"onlinesales-ai/code-crafter-osmos-ui","private","1","main","JavaScript","10754","2025-12-12T07:08:24Z","2025-12-14T13:23:55Z","","https://github.com/onlinesales-ai/code-crafter-osmos-ui","git@github.com:onlinesales-ai/code-crafter-osmos-ui.git","No team assigned"
"onlinesales-ai/advengers","private","1","release","Python","707","2025-12-12T07:23:53Z","2025-12-15T13:16:20Z","","https://github.com/onlinesales-ai/advengers","git@github.com:onlinesales-ai/advengers.git","No team assigned"
"onlinesales-ai/adPulse","private","1","main","Python","1306","2025-12-12T09:35:53Z","2025-12-14T07:10:12Z","","https://github.com/onlinesales-ai/adPulse","git@github.com:onlinesales-ai/adPulse.git","No team assigned"
"onlinesales-ai/ticket-analyzer","private","1","main","Python","303","2025-12-12T23:37:06Z","2025-12-12T23:45:09Z","","https://github.com/onlinesales-ai/ticket-analyzer","git@github.com:onlinesales-ai/ticket-analyzer.git","No team assigned"
"onlinesales-ai/oncall_debugger","private","1","main","N/A","0","2025-12-13T09:41:09Z","2025-12-13T09:41:10Z","","https://github.com/onlinesales-ai/oncall_debugger","git@github.com:onlinesales-ai/oncall_debugger.git","No team assigned"
"onlinesales-ai/hackathon-media-planner-agent","private","1","main","Python","525","2025-12-13T11:54:49Z","2025-12-15T10:36:41Z","","https://github.com/onlinesales-ai/hackathon-media-planner-agent","git@github.com:onlinesales-ai/hackathon-media-planner-agent.git","dev(read)"
"onlinesales-ai/hackathon-media-planner-socketCommunicatorService","private","1","main","Python","2029","2025-12-13T13:19:53Z","2025-12-14T12:24:20Z","","https://github.com/onlinesales-ai/hackathon-media-planner-socketCommunicatorService","git@github.com:onlinesales-ai/hackathon-media-planner-socketCommunicatorService.git","dev(read)"
"onlinesales-ai/adrequest-debugger","private","1","main","Python","83","2025-12-13T15:36:46Z","2025-12-14T10:03:30Z","AD Server request debugger","https://github.com/onlinesales-ai/adrequest-debugger","git@github.com:onlinesales-ai/adrequest-debugger.git","osmos-client-delight(write); osmos-client-delight-admin(write); osmos-client-delight-write(write)"
"onlinesales-ai/byot","private","1","main","N/A","1","2025-12-13T16:31:58Z","2025-12-13T16:32:02Z","","https://github.com/onlinesales-ai/byot","git@github.com:onlinesales-ai/byot.git","No team assigned"
"onlinesales-ai/ticket_analyzer_adk","private","1","main","Python","2","2025-12-13T19:11:54Z","2025-12-13T19:29:17Z","","https://github.com/onlinesales-ai/ticket_analyzer_adk","git@github.com:onlinesales-ai/ticket_analyzer_adk.git","No team assigned"
"onlinesales-ai/Frontline-AI-DEV","private","1","main","Python","2272","2025-12-14T09:01:58Z","2025-12-18T04:53:57Z","CodeCrafter listens to emails; plans code changes; modifies your local repository; and opens Pull Requests—all while enforcing strict security and governance policies.","https://github.com/onlinesales-ai/Frontline-AI-DEV","git@github.com:onlinesales-ai/Frontline-AI-DEV.git","No team assigned"
"onlinesales-ai/athenaJobsV4BQ","private","1","main","Java","415","2025-12-15T04:52:45Z","2025-12-15T04:56:17Z","","https://github.com/onlinesales-ai/athenaJobsV4BQ","git@github.com:onlinesales-ai/athenaJobsV4BQ.git","frigga-cloud(write); infra-admin(admin)"
"onlinesales-ai/ticket-analyzer-2","private","1","main","Python","68","2025-12-15T07:43:44Z","2025-12-15T13:12:40Z","","https://github.com/onlinesales-ai/ticket-analyzer-2","git@github.com:onlinesales-ai/ticket-analyzer-2.git","No team assigned"
"onlinesales-ai/frigga-testing-daemon","private","1","main","N/A","72","2025-12-16T04:47:29Z","2025-12-16T04:47:33Z","","https://github.com/onlinesales-ai/frigga-testing-daemon","git@github.com:onlinesales-ai/frigga-testing-daemon.git","frigga-cloud(write); infra-admin(maintain)"
"onlinesales-ai/flexi-packages-ui-automation-qa","private","1","main","JavaScript","280","2025-12-17T09:39:44Z","2025-12-18T12:12:26Z","","https://github.com/onlinesales-ai/flexi-packages-ui-automation-qa","git@github.com:onlinesales-ai/flexi-packages-ui-automation-qa.git","cw-qa(write)"
"onlinesales-ai/adScoutAI","private","1","master","Python","1757","2025-12-18T05:17:27Z","2025-12-18T08:54:23Z","Reporting Agent","https://github.com/onlinesales-ai/adScoutAI","git@github.com:onlinesales-ai/adScoutAI.git","No team assigned"
"onlinesales-ai/keywordHealthCheckAgent","private","1","main","N/A","179","2025-12-18T07:21:31Z","2025-12-18T07:21:36Z","","https://github.com/onlinesales-ai/keywordHealthCheckAgent","git@github.com:onlinesales-ai/keywordHealthCheckAgent.git","No team assigned"
"onlinesales-ai/oncall-debugger","private","1","main","Python","498","2025-12-18T07:29:09Z","2025-12-18T07:29:42Z","","https://github.com/onlinesales-ai/oncall-debugger","git@github.com:onlinesales-ai/oncall-debugger.git","No team assigned"
"onlinesales-ai/keywordHealthCheckService","private","1","main","N/A","21","2025-12-18T07:29:57Z","2025-12-18T07:30:01Z","","https://github.com/onlinesales-ai/keywordHealthCheckService","git@github.com:onlinesales-ai/keywordHealthCheckService.git","No team assigned"
"onlinesales-ai/campaign-genie-ai","private","1","master","Python","1586","2025-12-18T07:42:18Z","2025-12-18T07:44:49Z","AI-powered conversational interface for creating Sponsored Product and Display Ad campaigns on a retail media platform. Transform campaign creation from form-filling to natural language conversation.","https://github.com/onlinesales-ai/campaign-genie-ai","git@github.com:onlinesales-ai/campaign-genie-ai.git","No team assigned"
"onlinesales-ai/campaign_debugger_agent","private","1","main","Python","5755","2025-12-18T09:00:34Z","2026-01-27T13:36:11Z","campaign debugger agent","https://github.com/onlinesales-ai/campaign_debugger_agent","git@github.com:onlinesales-ai/campaign_debugger_agent.git","osmos-data(write); osmos-data-admin(write); osmos-data-write(write); osmos-media(write); osmos-media-admin(write); osmos-media-write(write)"
"onlinesales-ai/content-cop-agent","private","1","main","Python","537","2025-12-18T09:24:55Z","2025-12-18T09:27:58Z","Content Cop Hackathon Agent","https://github.com/onlinesales-ai/content-cop-agent","git@github.com:onlinesales-ai/content-cop-agent.git","No team assigned"
"onlinesales-ai/java-shared-lib-template","private","1","release","N/A","83","2025-12-19T05:43:24Z","2026-02-17T12:21:30Z","Teamplate for shared lib","https://github.com/onlinesales-ai/java-shared-lib-template","git@github.com:onlinesales-ai/java-shared-lib-template.git","frigga-cloud(write); infra-admin(maintain)"
"onlinesales-ai/instoreTranscoder","private","1","main","N/A","91","2025-12-19T06:40:05Z","2026-02-09T13:48:17Z","AWS Video Transcoding Pipeline Documentation","https://github.com/onlinesales-ai/instoreTranscoder","git@github.com:onlinesales-ai/instoreTranscoder.git","instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/java-tomcat-app-template","private","1","main","N/A","143","2025-12-22T05:33:34Z","2025-12-22T05:33:42Z","Template for tomcat app","https://github.com/onlinesales-ai/java-tomcat-app-template","git@github.com:onlinesales-ai/java-tomcat-app-template.git","frigga-cloud(write)"
"onlinesales-ai/java-offline-app-template","private","1","main","N/A","84","2025-12-22T05:36:02Z","2025-12-22T05:37:41Z","Template for offline app","https://github.com/onlinesales-ai/java-offline-app-template","git@github.com:onlinesales-ai/java-offline-app-template.git","frigga-cloud(write)"
"onlinesales-ai/java-daemon-app-template","private","1","main","N/A","70","2025-12-22T05:38:59Z","2025-12-23T11:02:43Z","Template for daemon ","https://github.com/onlinesales-ai/java-daemon-app-template","git@github.com:onlinesales-ai/java-daemon-app-template.git","frigga-cloud(write)"
"onlinesales-ai/GCP-PAM-Entitlement","private","1","main","HCL","120","2025-12-23T08:45:43Z","2026-01-08T09:16:28Z","This repository manages Google Cloud Privileged Access Manager (PAM) entitlements for the Organization.","https://github.com/onlinesales-ai/GCP-PAM-Entitlement","git@github.com:onlinesales-ai/GCP-PAM-Entitlement.git","dev(read)"
"onlinesales-ai/in-store-auction-server-poc","private","1","main","JavaScript","14","2025-12-25T06:21:21Z","2025-12-29T09:39:45Z","","https://github.com/onlinesales-ai/in-store-auction-server-poc","git@github.com:onlinesales-ai/in-store-auction-server-poc.git","No team assigned"
"onlinesales-ai/in-store-web-player","private","1","main","JavaScript","230","2025-12-29T10:38:38Z","2026-02-18T10:53:25Z","","https://github.com/onlinesales-ai/in-store-web-player","git@github.com:onlinesales-ai/in-store-web-player.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/dataflow-github-action","private","1","main","Python","44","2026-01-03T13:33:31Z","2026-01-03T13:55:46Z","","https://github.com/onlinesales-ai/dataflow-github-action","git@github.com:onlinesales-ai/dataflow-github-action.git","No team assigned"
"onlinesales-ai/attributionMRV5","private","1","main","Java","88","2026-01-06T05:50:15Z","2026-01-06T06:21:00Z","","https://github.com/onlinesales-ai/attributionMRV5","git@github.com:onlinesales-ai/attributionMRV5.git","No team assigned"
"onlinesales-ai/os-test-framework-terraform","private","1","main","N/A","1","2026-01-07T11:47:35Z","2026-01-07T11:47:39Z","","https://github.com/onlinesales-ai/os-test-framework-terraform","git@github.com:onlinesales-ai/os-test-framework-terraform.git","No team assigned"
"onlinesales-ai/shared-restObjects","private","1","main","N/A","100","2026-01-08T09:25:34Z","2026-01-12T14:43:26Z","","https://github.com/onlinesales-ai/shared-restObjects","git@github.com:onlinesales-ai/shared-restObjects.git","No team assigned"
"onlinesales-ai/shared-dataSyncConfig","private","1","main","N/A","64","2026-01-09T05:50:42Z","2026-01-12T11:25:35Z","","https://github.com/onlinesales-ai/shared-dataSyncConfig","git@github.com:onlinesales-ai/shared-dataSyncConfig.git","No team assigned"
"onlinesales-ai/shared-osmosCache","private","1","main","N/A","70","2026-01-09T06:21:59Z","2026-01-12T11:25:15Z","","https://github.com/onlinesales-ai/shared-osmosCache","git@github.com:onlinesales-ai/shared-osmosCache.git","No team assigned"
"onlinesales-ai/shared-shardingAgent","private","1","main","N/A","72","2026-01-09T07:25:04Z","2026-01-12T11:24:57Z","","https://github.com/onlinesales-ai/shared-shardingAgent","git@github.com:onlinesales-ai/shared-shardingAgent.git","No team assigned"
"onlinesales-ai/shared-httpRequest","private","1","main","N/A","77","2026-01-09T10:01:04Z","2026-01-12T11:24:34Z","","https://github.com/onlinesales-ai/shared-httpRequest","git@github.com:onlinesales-ai/shared-httpRequest.git","No team assigned"
"onlinesales-ai/paypal-web-sdk","private","1","main","JavaScript","397","2026-01-09T11:57:15Z","2026-02-18T08:51:46Z","","https://github.com/onlinesales-ai/paypal-web-sdk","git@github.com:onlinesales-ai/paypal-web-sdk.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/rmhc","private","1","main","JavaScript","584","2026-01-09T20:01:04Z","2026-02-13T08:43:39Z","Retail Media Health Checker","https://github.com/onlinesales-ai/rmhc","git@github.com:onlinesales-ai/rmhc.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/osmos-iframe-sdk","private","1","main","JavaScript","107","2026-01-11T05:25:31Z","2026-02-17T09:47:15Z","SDK to Integrate your custom iframe app into OSMOS UI","https://github.com/onlinesales-ai/osmos-iframe-sdk","git@github.com:onlinesales-ai/osmos-iframe-sdk.git","dev(write); osmos-rms-ui-write(write); ui-admin(admin); ui-write(write)"
"onlinesales-ai/os-infra-terraform","private","1","stage","HCL","679","2026-01-12T04:47:53Z","2026-01-16T04:39:17Z","GCP Infrastructure Terraform code for OnlineSales.ai","https://github.com/onlinesales-ai/os-infra-terraform","git@github.com:onlinesales-ai/os-infra-terraform.git","frigga-cloud(write)"
"onlinesales-ai/shared-cacheLib","private","1","main","N/A","79","2026-01-12T05:08:01Z","2026-01-12T11:16:45Z","","https://github.com/onlinesales-ai/shared-cacheLib","git@github.com:onlinesales-ai/shared-cacheLib.git","No team assigned"
